Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
27.08.2022;04:00;05:00;38.147,75;32.516,75;671,5
27.08.2022;05:00;06:00;39.022,75;33.119,75;409,25
27.08.2022;06:00;07:00;40.483,25;33.789;345,75
27.08.2022;07:00;08:00;42.728,75;34.725;669,5
27.08.2022;08:00;09:00;46.027,75;35.994,75;464
27.08.2022;09:00;10:00;48.776,5;36.370;38,75
27.08.2022;10:00;11:00;50.794,5;35.666,25;99
27.08.2022;11:00;12:00;51.938,25;33.957,5;535,5
27.08.2022;12:00;13:00;51.822,75;30.959,25;827,5
27.08.2022;13:00;14:00;50.581,25;28.238,25;2.580,25
27.08.2022;14:00;15:00;49.617,5;26.762;2.685,25
27.08.2022;15:00;16:00;48.992;26.336,75;2.620,75
27.08.2022;16:00;17:00;48.317,5;26.797,5;2.138,5
27.08.2022;17:00;18:00;48.213,5;29.175,75;550,5
27.08.2022;18:00;19:00;47.875,5;32.342,75;107
27.08.2022;19:00;20:00;46.992;34.151,5;13,25
27.08.2022;20:00;21:00;45.934;34.643,25;14
27.08.2022;21:00;22:00;44.629,5;33.834,5;192,75
27.08.2022;22:00;23:00;42.356,25;31.559;340,75
27.08.2022;23:00;00:00;40.300,5;29.088;394,75
28.08.2022;00:00;01:00;38.492,5;27.148;942,25
28.08.2022;01:00;02:00;36.979,25;25.219,75;1.015,75
28.08.2022;02:00;03:00;36.094,25;24.539;1.665,5
28.08.2022;03:00;04:00;35.770,75;23.960,75;1.744,25
28.08.2022;04:00;05:00;35.355,75;23.288;2.017,5
28.08.2022;05:00;06:00;35.981;23.699,5;1.958,75
28.08.2022;06:00;07:00;36.892,25;23.839,25;1.733
28.08.2022;07:00;08:00;38.221,25;23.583,5;1.559,5
28.08.2022;08:00;09:00;40.592,75;22.894,25;1.485,5
28.08.2022;09:00;10:00;43.624;20.439,25;2.488,75
28.08.2022;10:00;11:00;46.334,5;16.752;5.584,25
28.08.2022;11:00;12:00;48.462,25;14.472;6.844,75
28.08.2022;12:00;13:00;48.174,75;11.313,25;6.732,5
28.08.2022;13:00;14:00;46.633,5;8.755,25;7.549,5
28.08.2022;14:00;15:00;45.374,25;7.999;7.413,25
28.08.2022;15:00;16:00;44.932;8.678,25;7.147,75
28.08.2022;16:00;17:00;44.968,75;12.567,75;5.498,25
28.08.2022;17:00;18:00;45.959,75;18.674,5;2.527,5
28.08.2022;18:00;19:00;46.638;27.121,75;597
28.08.2022;19:00;20:00;45.948;32.744,5;169,25
28.08.2022;20:00;21:00;46.161,5;35.488;12,75
28.08.2022;21:00;22:00;45.185,25;34.180;303
28.08.2022;22:00;23:00;43.876;31.749;868,25
28.08.2022;23:00;00:00;41.940;29.925;917,25
29.08.2022;00:00;01:00;39.747,5;28.277,75;2.011,25
29.08.2022;01:00;02:00;38.549,25;27.825,25;2.256,5
29.08.2022;02:00;03:00;38.175,25;28.834,75;2.643
29.08.2022;03:00;04:00;38.168,5;29.671;1.810,75
29.08.2022;04:00;05:00;39.115,5;31.273;2.723
29.08.2022;05:00;06:00;42.899,25;34.889;1.320
29.08.2022;06:00;07:00;49.710,5;41.433;345,5
29.08.2022;07:00;08:00;54.423,75;43.959,75;41,25
29.08.2022;08:00;09:00;57.581;42.580,5;132,25
29.08.2022;09:00;10:00;58.509;37.528;778,75
29.08.2022;10:00;11:00;59.707,5;33.251,75;584,5
29.08.2022;11:00;12:00;60.301,75;30.002,5;676,25
29.08.2022;12:00;13:00;60.264,75;27.976,5;1.294,75
29.08.2022;13:00;14:00;59.708,25;27.144,5;2.365,5
29.08.2022;14:00;15:00;58.832;27.499,5;2.165,5
29.08.2022;15:00;16:00;57.407,75;29.184;945,75
29.08.2022;16:00;17:00;56.576,25;32.683,25;894,25
29.08.2022;17:00;18:00;56.440,75;38.944,75;307,25
29.08.2022;18:00;19:00;56.480,5;46.275,75;2,5
29.08.2022;19:00;20:00;56.009,5;50.641,5;2
29.08.2022;20:00;21:00;54.793,5;50.162,75;2
29.08.2022;21:00;22:00;52.239;46.407,75;133,25
29.08.2022;22:00;23:00;48.313,75;41.842;301,5
29.08.2022;23:00;00:00;44.713,25;38.199,25;327,5
30.08.2022;00:00;01:00;42.200,25;36.157,25;1.741
30.08.2022;01:00;02:00;41.105,25;35.608,5;2.576,75
30.08.2022;02:00;03:00;40.454,5;35.624,5;3.417,5
30.08.2022;03:00;04:00;40.489;36.260,5;3.955,5
30.08.2022;04:00;05:00;41.403,25;37.585,75;3.056,25
30.08.2022;05:00;06:00;44.322,75;40.419,25;1.304,5
30.08.2022;06:00;07:00;50.940,5;46.337,75;196,5
30.08.2022;07:00;08:00;55.076,25;47.552,75;17,25
30.08.2022;08:00;09:00;58.161,75;44.844,25;129
30.08.2022;09:00;10:00;59.119,5;39.071,5;160,75
30.08.2022;10:00;11:00;60.212,25;33.472,5;574,25
30.08.2022;11:00;12:00;61.369;29.326,25;1.905
30.08.2022;12:00;13:00;61.514,75;26.737;4.104
30.08.2022;13:00;14:00;60.879,75;25.913,5;4.518
30.08.2022;14:00;15:00;59.635,75;26.838;4.115,25
30.08.2022;15:00;16:00;58.272;28.638;2.176
30.08.2022;16:00;17:00;57.172,25;32.191,25;1.267
30.08.2022;17:00;18:00;57.152,5;37.568,5;773,75
30.08.2022;18:00;19:00;57.062,5;42.820,75;230
30.08.2022;19:00;20:00;56.347,75;45.488,25;3,5
30.08.2022;20:00;21:00;56.198,25;44.423;6,5
30.08.2022;21:00;22:00;53.272,25;39.226,75;670,5
30.08.2022;22:00;23:00;49.481;34.959,75;1.148,5
30.08.2022;23:00;00:00;46.343,5;32.706;1.521
31.08.2022;00:00;01:00;43.431,25;31.567,5;1.027,5
31.08.2022;01:00;02:00;41.985,25;31.782,75;2.046,75
31.08.2022;02:00;03:00;41.185,25;32.319,75;3.422,5
31.08.2022;03:00;04:00;41.193;33.082,75;3.090
31.08.2022;04:00;05:00;42.330,25;34.177,75;2.715,75
31.08.2022;05:00;06:00;45.214,75;36.831,5;1.187
31.08.2022;06:00;07:00;51.855,25;42.860,25;220,25
31.08.2022;07:00;08:00;56.175;45.500;2,75
31.08.2022;08:00;09:00;59.304,25;46.864;1
31.08.2022;09:00;10:00;60.460,5;44.808,5;10,5
31.08.2022;10:00;11:00;62.063,25;40.585,5;486,5
31.08.2022;11:00;12:00;63.261;37.675,25;696,25
31.08.2022;12:00;13:00;62.598;35.602,75;970,25
31.08.2022;13:00;14:00;61.113,75;34.763,25;1.018,75
31.08.2022;14:00;15:00;59.268,25;33.367,25;1.905,75
31.08.2022;15:00;16:00;58.699,25;34.338;1.311,5
31.08.2022;16:00;17:00;57.703;35.887,75;1.058,25
31.08.2022;17:00;18:00;58.000;39.422,25;408
31.08.2022;18:00;19:00;57.666,5;43.520;28,75
31.08.2022;19:00;20:00;57.036,25;46.905,5;8
31.08.2022;20:00;21:00;56.084,75;46.522,75;7,75
31.08.2022;21:00;22:00;53.510,75;41.996;561
31.08.2022;22:00;23:00;50.035,25;37.149,25;634
31.08.2022;23:00;00:00;46.126,75;32.833,5;549,25
01.09.2022;00:00;01:00;43.322,25;30.623,75;1.470,75
01.09.2022;01:00;02:00;41.828;30.543,75;3.020,5
01.09.2022;02:00;03:00;40.757,5;30.481,75;3.564
01.09.2022;03:00;04:00;40.841,25;31.821,25;3.639,75
01.09.2022;04:00;05:00;41.751;33.654,25;2.779,75
01.09.2022;05:00;06:00;44.796,5;37.435;1.045,5
01.09.2022;06:00;07:00;51.079,5;43.709,5;202,25
01.09.2022;07:00;08:00;55.539,75;45.909,5;14,25
01.09.2022;08:00;09:00;58.356,25;44.546;8
01.09.2022;09:00;10:00;59.518,25;39.419,5;196,75
01.09.2022;10:00;11:00;60.778,5;34.070,75;257,5
01.09.2022;11:00;12:00;61.496;30.334,25;454,75
01.09.2022;12:00;13:00;61.705;29.504,75;1.686,5
01.09.2022;13:00;14:00;60.060,25;28.460,25;1.690,5
01.09.2022;14:00;15:00;59.163;28.713,25;1.276
01.09.2022;15:00;16:00;57.842,75;30.007,5;1.529
01.09.2022;16:00;17:00;56.770,5;32.343;1.242,25
01.09.2022;17:00;18:00;56.733,75;37.532,25;1.149,5
01.09.2022;18:00;19:00;56.781,75;43.969,25;160
01.09.2022;19:00;20:00;56.617,5;48.698;5
01.09.2022;20:00;21:00;56.044,25;46.945,75;80,25
01.09.2022;21:00;22:00;53.260,75;40.464;524,25
01.09.2022;22:00;23:00;49.773,25;35.417,5;206,5
01.09.2022;23:00;00:00;45.937;31.139;164,75
02.09.2022;00:00;01:00;43.729,75;29.114;770,25
02.09.2022;01:00;02:00;41.994;27.931,5;1.121
02.09.2022;02:00;03:00;40.943,75;27.538,75;1.746,5
02.09.2022;03:00;04:00;41.086;28.964,75;1.755,75
02.09.2022;04:00;05:00;42.048,75;30.907,75;1.191
02.09.2022;05:00;06:00;45.602,25;35.059;365
02.09.2022;06:00;07:00;51.949;41.357,5;12,5
02.09.2022;07:00;08:00;56.292;43.193;2,25
02.09.2022;08:00;09:00;58.949;40.902,75;4,25
02.09.2022;09:00;10:00;60.121,25;34.987,75;162,25
02.09.2022;10:00;11:00;62.096,25;27.630,25;980
02.09.2022;11:00;12:00;62.481,75;19.647,5;3.467,25
02.09.2022;12:00;13:00;62.499,75;16.372,25;5.767
02.09.2022;13:00;14:00;61.115,5;16.529;5.441,5
02.09.2022;14:00;15:00;59.563,25;17.121,25;5.595
02.09.2022;15:00;16:00;57.969,25;19.025,5;4.992,75
02.09.2022;16:00;17:00;56.250,5;22.474,5;1.875,25
02.09.2022;17:00;18:00;56.353,25;29.114,25;275,75
02.09.2022;18:00;19:00;55.831;35.180,5;29,75
02.09.2022;19:00;20:00;55.697,5;38.871;5
02.09.2022;20:00;21:00;55.600,5;36.132,75;182,5
02.09.2022;21:00;22:00;53.398,25;29.720,25;1.120,5
02.09.2022;22:00;23:00;50.844,5;25.875,25;1.223,25
02.09.2022;23:00;00:00;47.973,75;23.060,25;2.778,5
03.09.2022;00:00;01:00;44.369,75;20.254,75;2.512,5
03.09.2022;01:00;02:00;42.854,75;19.594,25;2.548
03.09.2022;02:00;03:00;41.229,5;19.062,25;2.200,25
03.09.2022;03:00;04:00;40.990,5;19.788,5;2.771,75
03.09.2022;04:00;05:00;40.585,5;20.605,5;2.891,5
03.09.2022;05:00;06:00;40.658;21.191;1.311,25
03.09.2022;06:00;07:00;42.282;22.564,75;575,25
03.09.2022;07:00;08:00;44.450,75;23.732;236
03.09.2022;08:00;09:00;47.603,75;24.451,75;145
03.09.2022;09:00;10:00;49.884,75;21.878;755,5
03.09.2022;10:00;11:00;52.281,75;16.891;3.870,25
03.09.2022;11:00;12:00;54.005,75;10.644,75;6.651,75
03.09.2022;12:00;13:00;52.658,5;8.135,5;6.492,5
03.09.2022;13:00;14:00;50.763,5;8.887,5;5.830,75
03.09.2022;14:00;15:00;49.933,75;11.831;4.349,75
03.09.2022;15:00;16:00;49.069;15.213,5;3.231,25
03.09.2022;16:00;17:00;48.482;18.968;1.705,5
03.09.2022;17:00;18:00;49.004,75;23.368;482,75
03.09.2022;18:00;19:00;49.528,5;29.473;7,25
03.09.2022;19:00;20:00;49.156,25;32.978,5;1,75
03.09.2022;20:00;21:00;48.580,5;31.209,25;9
03.09.2022;21:00;22:00;46.388,5;26.949,5;272,25
03.09.2022;22:00;23:00;44.225,25;24.840;211,5
03.09.2022;23:00;00:00;41.921;23.127,25;403
04.09.2022;00:00;01:00;39.671,75;21.771,25;375
04.09.2022;01:00;02:00;37.887,5;21.046,75;1.061
04.09.2022;02:00;03:00;37.089;20.828,5;1.741,75
04.09.2022;03:00;04:00;36.291,25;21.456,75;2.268,5
04.09.2022;04:00;05:00;36.092,25;22.617;1.423,25
04.09.2022;05:00;06:00;36.345,5;23.856,5;373
04.09.2022;06:00;07:00;37.029,75;24.918,25;474,75
04.09.2022;07:00;08:00;38.525,5;25.566,5;221,25
04.09.2022;08:00;09:00;41.488,75;25.188,25;300,5
04.09.2022;09:00;10:00;44.440,25;21.779,25;1.425,5
04.09.2022;10:00;11:00;47.139,75;16.831,5;3.978,5
04.09.2022;11:00;12:00;48.981;13.224,25;6.585
04.09.2022;12:00;13:00;49.001;10.244;6.073,25
04.09.2022;13:00;14:00;47.559,75;9.077,75;6.163,25
04.09.2022;14:00;15:00;46.017,25;10.162,25;6.042,25
04.09.2022;15:00;16:00;45.190;13.462;6.131,25
04.09.2022;16:00;17:00;44.640,75;18.659,25;2.432,5
04.09.2022;17:00;18:00;45.339,75;25.723,75;386,25
04.09.2022;18:00;19:00;46.719;33.250,25;62,5
04.09.2022;19:00;20:00;47.379;36.819,75;10
04.09.2022;20:00;21:00;48.690,5;35.190,5;16,5
04.09.2022;21:00;22:00;47.420,25;31.028,75;146,5
04.09.2022;22:00;23:00;46.115,75;28.793,5;213
04.09.2022;23:00;00:00;43.686,5;26.102,25;220,75
05.09.2022;00:00;01:00;41.807,75;25.096,5;2.777,25
05.09.2022;01:00;02:00;40.594,25;24.748,5;4.280,5
05.09.2022;02:00;03:00;39.939;24.891,25;5.112,25
05.09.2022;03:00;04:00;40.159,25;26.037,25;5.456,5
05.09.2022;04:00;05:00;40.603,5;27.268,25;4.647,75
05.09.2022;05:00;06:00;44.030,75;31.250,75;727,75
05.09.2022;06:00;07:00;51.615,25;39.219,25;42,75
05.09.2022;07:00;08:00;56.250;42.359,25;10
05.09.2022;08:00;09:00;58.937,75;40.461,75;9,5
05.09.2022;09:00;10:00;60.108,5;34.776,5;80,25
05.09.2022;10:00;11:00;61.827;28.811,5;405,25
05.09.2022;11:00;12:00;63.626,25;23.939,25;1.772,25
05.09.2022;12:00;13:00;64.018,5;20.112,25;4.061,75
05.09.2022;13:00;14:00;63.449,75;19.836,75;4.114,5
05.09.2022;14:00;15:00;62.571;21.125,75;3.396,5
05.09.2022;15:00;16:00;61.679,5;24.536,5;1.011,5
05.09.2022;16:00;17:00;60.438,5;28.422;297
05.09.2022;17:00;18:00;60.251,75;33.786,75;109,25
05.09.2022;18:00;19:00;60.246,75;39.555,5;14,5
05.09.2022;19:00;20:00;60.201,75;42.583,25;4
05.09.2022;20:00;21:00;60.114,5;40.780,25;98,5
05.09.2022;21:00;22:00;57.066,75;35.970,75;307
05.09.2022;22:00;23:00;53.108,5;32.384,75;695,25
05.09.2022;23:00;00:00;49.877;29.346,75;2.822,25
06.09.2022;00:00;01:00;46.655,5;26.618,5;4.002,25
06.09.2022;01:00;02:00;44.596,25;24.320,25;4.327,5
06.09.2022;02:00;03:00;43.634;23.330;5.899,75
06.09.2022;03:00;04:00;43.719,25;23.625,75;5.552,5
06.09.2022;04:00;05:00;44.839,25;26.020;4.100
06.09.2022;05:00;06:00;48.068,5;30.208,75;2.047
06.09.2022;06:00;07:00;54.675,75;37.001,75;161,75
06.09.2022;07:00;08:00;58.566,25;39.971,75;2
06.09.2022;08:00;09:00;60.933,75;39.978;1
06.09.2022;09:00;10:00;61.806,5;36.254,5;11,75
06.09.2022;10:00;11:00;63.320,5;31.340,5;266,5
06.09.2022;11:00;12:00;64.754,75;27.330,25;2.392,75
06.09.2022;12:00;13:00;64.562;24.371;4.574
06.09.2022;13:00;14:00;63.769,25;23.574,25;5.365
06.09.2022;14:00;15:00;63.083,5;25.217,5;4.905,75
06.09.2022;15:00;16:00;61.706,5;28.132,75;1.615
06.09.2022;16:00;17:00;59.787,25;31.560;436,5
06.09.2022;17:00;18:00;58.730;36.466,75;77,75
06.09.2022;18:00;19:00;59.202,75;42.634,25;129
06.09.2022;19:00;20:00;58.934;45.651,25;29,5
06.09.2022;20:00;21:00;57.914,25;43.808;15
06.09.2022;21:00;22:00;54.596,75;39.789,75;222
06.09.2022;22:00;23:00;50.708;35.795,25;301,25
06.09.2022;23:00;00:00;47.004,75;31.952,5;1.389,5
07.09.2022;00:00;01:00;45.145,25;29.992,75;1.422
07.09.2022;01:00;02:00;44.092,25;30.664;4.442,5
07.09.2022;02:00;03:00;43.146,75;31.260;4.385,25
07.09.2022;03:00;04:00;42.642,25;31.425,25;5.071,25
07.09.2022;04:00;05:00;43.558;33.583,5;2.577,75
07.09.2022;05:00;06:00;46.940,75;38.283,5;1.325,5
07.09.2022;06:00;07:00;53.301,5;44.753,25;99,75
07.09.2022;07:00;08:00;57.292,5;47.354,25;247,75
07.09.2022;08:00;09:00;59.808;46.549,25;14,25
07.09.2022;09:00;10:00;61.366,25;43.483,25;375,5
07.09.2022;10:00;11:00;62.567,75;38.367;898
07.09.2022;11:00;12:00;64.078,75;34.851,25;1.975
07.09.2022;12:00;13:00;64.110;32.260,75;3.566
07.09.2022;13:00;14:00;63.300,75;31.172;4.308,25
07.09.2022;14:00;15:00;62.207,75;32.027,5;3.799,75
07.09.2022;15:00;16:00;60.800,25;35.484,5;1.858,25
07.09.2022;16:00;17:00;59.770,5;39.902,5;737,75
07.09.2022;17:00;18:00;59.431,5;45.970,5;211,25
07.09.2022;18:00;19:00;59.304,75;51.643,5;10,25
07.09.2022;19:00;20:00;59.176,75;54.345,25;5,5
07.09.2022;20:00;21:00;58.657,75;53.807,75;6,75
07.09.2022;21:00;22:00;55.192,75;50.234,75;203,5
07.09.2022;22:00;23:00;51.115,5;46.430;371,5
07.09.2022;23:00;00:00;47.417,25;42.423,75;392
08.09.2022;00:00;01:00;44.769,25;39.069,5;646,5
08.09.2022;01:00;02:00;43.536,75;36.927;1.628,5
08.09.2022;02:00;03:00;43.038;35.884,25;3.823
08.09.2022;03:00;04:00;42.856,5;34.937,25;4.441,5
08.09.2022;04:00;05:00;44.167,75;35.653,75;4.494,75
08.09.2022;05:00;06:00;47.774,25;38.656,75;3.033,75
08.09.2022;06:00;07:00;54.569,75;43.535,25;707
08.09.2022;07:00;08:00;59.486,25;45.901,75;631,75
08.09.2022;08:00;09:00;62.375;46.574,5;96,25
08.09.2022;09:00;10:00;63.636;45.419,25;308,25
08.09.2022;10:00;11:00;64.592,75;43.113,75;368,75
08.09.2022;11:00;12:00;66.093;41.696,5;1.504,5
08.09.2022;12:00;13:00;64.885,25;38.504,75;804,5
08.09.2022;13:00;14:00;63.807,25;35.085,75;2.311,5
08.09.2022;14:00;15:00;63.185,25;33.348;3.125
08.09.2022;15:00;16:00;62.134,25;32.627,5;3.185
08.09.2022;16:00;17:00;60.762,75;33.441,75;2.864,25
08.09.2022;17:00;18:00;60.681,5;38.806;536,25
08.09.2022;18:00;19:00;59.671,75;44.627,75;130,75
08.09.2022;19:00;20:00;59.020,75;48.591,5;5,25
08.09.2022;20:00;21:00;58.197,25;48.147;6,25
08.09.2022;21:00;22:00;54.887,75;44.651,5;234,75
08.09.2022;22:00;23:00;50.996;40.795,75;175,25
08.09.2022;23:00;00:00;46.978,75;36.636;104,75
09.09.2022;00:00;01:00;44.899,5;34.696,75;709,75
09.09.2022;01:00;02:00;43.752;33.332;3.425,25
09.09.2022;02:00;03:00;42.882,25;32.578;4.685,5
09.09.2022;03:00;04:00;42.019,25;31.879,75;5.043,25
09.09.2022;04:00;05:00;42.758,5;32.914,5;4.363,25
09.09.2022;05:00;06:00;45.966;36.030;1.774,25
09.09.2022;06:00;07:00;52.702,25;42.682;329
09.09.2022;07:00;08:00;57.039,75;45.848,5;8,75
09.09.2022;08:00;09:00;59.925,5;45.935,25;4,5
09.09.2022;09:00;10:00;60.817;42.837;13
09.09.2022;10:00;11:00;61.948,5;37.656,75;12,5
09.09.2022;11:00;12:00;62.790,25;33.225,75;193,5
09.09.2022;12:00;13:00;62.442;30.145,25;696,25
09.09.2022;13:00;14:00;60.683,25;28.415,75;1.597,25
09.09.2022;14:00;15:00;59.332;28.366;2.597,25
09.09.2022;15:00;16:00;58.381,75;30.361,75;2.201
09.09.2022;16:00;17:00;57.749,25;35.417,25;1.279,75
09.09.2022;17:00;18:00;57.571,5;41.056,5;248
09.09.2022;18:00;19:00;56.939,5;44.824;192
09.09.2022;19:00;20:00;55.856,25;46.405;203
09.09.2022;20:00;21:00;54.981;45.716;28,5
09.09.2022;21:00;22:00;51.624,5;41.555,25;413
09.09.2022;22:00;23:00;47.935;37.590,5;274,75
09.09.2022;23:00;00:00;44.515,25;33.842,25;800,75
10.09.2022;00:00;01:00;42.224,75;32.331,75;1.169
10.09.2022;01:00;02:00;40.719;32.224;1.121
10.09.2022;02:00;03:00;39.480,75;31.153,5;2.037,5
10.09.2022;03:00;04:00;38.922;31.164,75;2.146
10.09.2022;04:00;05:00;39.104,75;31.855,25;2.088,75
10.09.2022;05:00;06:00;39.739,75;32.876,25;1.789
10.09.2022;06:00;07:00;41.380,5;34.597,5;1.037,5
10.09.2022;07:00;08:00;43.429,75;35.649,5;822,75
10.09.2022;08:00;09:00;46.715,5;36.407,75;400,5
10.09.2022;09:00;10:00;49.285,5;35.068,5;337,5
10.09.2022;10:00;11:00;51.112,25;32.885,5;828
10.09.2022;11:00;12:00;51.939,25;30.970;262
10.09.2022;12:00;13:00;51.495,25;27.766,25;1.065
10.09.2022;13:00;14:00;50.448,5;26.014,5;3.223,25
10.09.2022;14:00;15:00;49.066;26.227;2.718
10.09.2022;15:00;16:00;47.951;27.855,75;1.896,25
10.09.2022;16:00;17:00;47.425;30.878,25;704,5
10.09.2022;17:00;18:00;48.200;35.540;294,5
10.09.2022;18:00;19:00;48.710,5;40.005,75;64,25
10.09.2022;19:00;20:00;48.217;41.395;52
10.09.2022;20:00;21:00;47.612;41.365,5;63
10.09.2022;21:00;22:00;44.695,75;38.188,25;273,75
10.09.2022;22:00;23:00;42.369;35.790,75;513,25
10.09.2022;23:00;00:00;39.974,75;33.977,75;857
11.09.2022;00:00;01:00;37.763,75;32.146;729
11.09.2022;01:00;02:00;36.075,5;30.813,75;612
11.09.2022;02:00;03:00;34.906;29.851,75;779,5
11.09.2022;03:00;04:00;34.904;30.445;1.541,75
11.09.2022;04:00;05:00;34.606,75;30.516,75;1.254
11.09.2022;05:00;06:00;35.120,25;31.107;983,75
11.09.2022;06:00;07:00;35.990,75;32.055,5;813,5
11.09.2022;07:00;08:00;37.528,75;33.185,25;600,25
11.09.2022;08:00;09:00;40.410,75;34.368,75;323
11.09.2022;09:00;10:00;43.500,5;34.854,25;278
11.09.2022;10:00;11:00;45.714,5;33.770,75;395,5
11.09.2022;11:00;12:00;47.612,25;31.830;685,25
11.09.2022;12:00;13:00;47.499,75;27.899,5;1.452,5
11.09.2022;13:00;14:00;45.858;23.881,25;4.498
11.09.2022;14:00;15:00;44.591,5;21.753,75;5.648
11.09.2022;15:00;16:00;43.879;22.432;5.153,5
11.09.2022;16:00;17:00;43.681;26.185,5;3.057,75
11.09.2022;17:00;18:00;44.409,25;32.704,75;745
11.09.2022;18:00;19:00;45.998,5;40.416,25;328,25
11.09.2022;19:00;20:00;46.550,5;44.896,75;14
11.09.2022;20:00;21:00;47.048,25;45.928;12,25
11.09.2022;21:00;22:00;45.189,25;44.061,25;78,5
11.09.2022;22:00;23:00;43.477,5;42.299,75;70,75
11.09.2022;23:00;00:00;40.853;39.580,75;196
12.09.2022;00:00;01:00;38.548,5;37.274,5;836,25
12.09.2022;01:00;02:00;37.687,25;36.421,25;2.822,25
12.09.2022;02:00;03:00;36.930,25;35.543,25;3.232
12.09.2022;03:00;04:00;37.220;35.581,5;3.741,75
12.09.2022;04:00;05:00;38.292,25;36.284,5;2.433,25
12.09.2022;05:00;06:00;42.322,5;40.077,75;368,75
12.09.2022;06:00;07:00;50.216;47.615,75;121,25
12.09.2022;07:00;08:00;54.882,5;50.025,5;12
12.09.2022;08:00;09:00;57.767,25;46.871,75;19,25
12.09.2022;09:00;10:00;59.102;41.339,75;9,75
12.09.2022;10:00;11:00;59.853;35.342,75;102,75
12.09.2022;11:00;12:00;60.545,75;30.433,5;724,25
12.09.2022;12:00;13:00;60.306;27.257;1.447
12.09.2022;13:00;14:00;59.899;25.649;2.548,25
12.09.2022;14:00;15:00;58.348,25;25.960,5;2.070,25
12.09.2022;15:00;16:00;57.138,25;29.583,75;432,5
12.09.2022;16:00;17:00;55.779,5;34.669,75;187,25
12.09.2022;17:00;18:00;56.259,5;42.171,5;64
12.09.2022;18:00;19:00;56.398,5;48.392,75;18,25
12.09.2022;19:00;20:00;57.102;51.455,75;5
12.09.2022;20:00;21:00;56.939,75;49.070,75;19
12.09.2022;21:00;22:00;53.558;41.833,5;901,5
12.09.2022;22:00;23:00;49.657,25;35.200,75;851,5
12.09.2022;23:00;00:00;46.186,75;29.595,25;570,75
13.09.2022;00:00;01:00;44.092,75;26.210,5;3.242,25
13.09.2022;01:00;02:00;43.392;25.265;4.182,5
13.09.2022;02:00;03:00;43.014;25.305,75;4.612,5
13.09.2022;03:00;04:00;43.207,75;25.871,25;4.273,5
13.09.2022;04:00;05:00;43.578,25;27.624;4.084
13.09.2022;05:00;06:00;46.716,25;32.129,5;1.521,25
13.09.2022;06:00;07:00;53.830;39.733,75;20
13.09.2022;07:00;08:00;58.139,5;43.582,75;15,5
13.09.2022;08:00;09:00;60.551,5;43.764,75;5,25
13.09.2022;09:00;10:00;61.056,25;40.522,25;7,75
13.09.2022;10:00;11:00;62.579,5;36.811,5;353
13.09.2022;11:00;12:00;63.586;32.118,25;554,25
13.09.2022;12:00;13:00;63.663,75;29.870,25;3.217,75
13.09.2022;13:00;14:00;62.210;27.774,25;3.776,75
13.09.2022;14:00;15:00;61.644,75;28.155;2.889
13.09.2022;15:00;16:00;60.641,5;30.117,25;2.880,25
13.09.2022;16:00;17:00;59.923;34.139;1.086,25
13.09.2022;17:00;18:00;59.582;39.391,25;167,75
13.09.2022;18:00;19:00;59.245;44.866;5,5
13.09.2022;19:00;20:00;59.537,75;47.945,75;2,75
13.09.2022;20:00;21:00;58.655,75;47.659,75;138
13.09.2022;21:00;22:00;54.396;43.059,25;174
13.09.2022;22:00;23:00;50.301,75;39.284,75;240,5
13.09.2022;23:00;00:00;46.865,25;36.303,25;1.417,75
14.09.2022;00:00;01:00;44.582;34.905;1.660,75
14.09.2022;01:00;02:00;42.754,75;33.928,25;2.767
14.09.2022;02:00;03:00;41.997,25;33.551;3.568
14.09.2022;03:00;04:00;42.138;34.094;3.745,75
14.09.2022;04:00;05:00;42.923;35.389,25;3.733,75
14.09.2022;05:00;06:00;46.460,5;39.284,75;1.363,25
14.09.2022;06:00;07:00;53.689;46.541,5;177
14.09.2022;07:00;08:00;58.417;51.603,25;5
14.09.2022;08:00;09:00;60.919,25;52.590;3,25
14.09.2022;09:00;10:00;61.266,75;50.690,5;6,5
14.09.2022;10:00;11:00;62.939,25;48.653,25;8,25
14.09.2022;11:00;12:00;63.990,75;46.272;41,5
14.09.2022;12:00;13:00;63.461,25;43.879,75;11,25
14.09.2022;13:00;14:00;62.323,75;43.116,5;13
14.09.2022;14:00;15:00;61.388,25;44.738,25;4,25
14.09.2022;15:00;16:00;59.775,5;45.853,25;5,75
14.09.2022;16:00;17:00;58.838,5;45.989,5;424,25
14.09.2022;17:00;18:00;59.330;47.996;422,5
14.09.2022;18:00;19:00;58.414,75;48.673,75;63,5
14.09.2022;19:00;20:00;58.427;49.653;14,5
14.09.2022;20:00;21:00;57.259,25;48.565,25;36,75
14.09.2022;21:00;22:00;53.385,5;44.802,5;140
14.09.2022;22:00;23:00;49.473,25;40.394,25;304
14.09.2022;23:00;00:00;46.254,75;35.092,25;582,5
15.09.2022;00:00;01:00;44.086,5;31.017,25;1.473
15.09.2022;01:00;02:00;42.868,5;28.848,75;3.148,5
15.09.2022;02:00;03:00;42.481,5;27.664,5;3.973,25
15.09.2022;03:00;04:00;42.710,25;26.986,25;5.282,5
15.09.2022;04:00;05:00;43.766;26.766,25;5.430,75
